OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"【台北區】電話專員",全職,06,客服／門市,060102,客戶服務人員,6,20341231,"1.0800客服專線接聽及處理。2.跨部門溝通協調，問題解決。3.學習公司各項專案執行流程。4.依照作業流程提供客戶服務，並維護客戶關係。5.其他主管交辦事務。【上班時間】★早、午輪班早班 08：00 ～ 17：00午班 13：00 ～ 22：00★(22：00以後下班者)享夜勤津貼。★無需輪值大夜班。★月休8-10天。★非派遣/業務性質工作，無需推銷。★薪資＋班別津貼＋排班獎金＋評核獎金。",台北市大安區,1年以上,,月薪,34000,39000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=302421&HIRE_ID=13205675","永昇國際開發股份有限公司",20250213
"長期兼職-電話專員",全職,06,客服／門市,060102,客戶服務人員,1,20351231,"按照客服作業流程 提供客戶服務，並維護良好客戶關係。",台北市大安區,1年以上,日班、中班,時薪,190,190,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=302421&HIRE_ID=13337723","永昇國際開發股份有限公司",20250213
"【台北區】固定小夜班電話客服",全職,06,客服／門市,060102,客戶服務人員,1,20351231,"1.0800客服專線接聽及處理。2.跨部門溝通協調，問題解決。3.學習公司各項專案執行流程。4.依照作業流程提供客戶服務，並維護客戶關係。5.其他主管交辦事務。【上班時間】小夜班 17：00 ～ 02：00★(22：00以後下班者)享夜勤津貼。★無需輪值大夜班。★月休8-10天。★非派遣/業務性質工作，無需推銷。★薪資＋班別津貼＋排班獎金＋評核獎金。",台北市大安區,1年以上,夜班,月薪,38000,38000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=302421&HIRE_ID=13338147","永昇國際開發股份有限公司",20250213
"照顧服務員",兼職,17,醫療／美容／保健,170113,照顧服務員,5,20260117,"為居家失能、失智者提供身體照顧、日常生活照顧及家事服務等",台北市大安區,無,部份工時：08時00分至20時00分,時薪,220,330,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2431665&HIRE_ID=13941613","銀享全球股份有限公司附設臺北市私立銀享居家長照機構",20251117
"工程技士（工務／技術人員）",全職,10,技術／維修／操作,100102,電機技術人員,1,20251231,"1. 機空消水電設備之例行巡檢、維護保養。2. 設備檢修及異常緊急處理。3. 客房及公設區域之裝修、水電維修。4. 其他主管交辦事項。(本職務需輪三班)",台北市大同區,無,輪班三班制,月薪,28590,33000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=93656&HIRE_ID=11494877","三德觀光大飯店股份有限公司",20241224
"操作工",全職,16,旅遊／餐飲／休閒,160203,西點、麵包烘焙人員,19,20251212,"整形、揉麵團、原物料搬運(10-30kg，推車輔助)、工作區域清潔。錄取後需提供「供膳檢」報告(依食品良好衛生規範準則第5條附表二第1點第1款及第3款規定)",台北市士林區,無,日班,月薪,40202,45429,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1087412&HIRE_ID=13981601","君城食品有限公司",20251204
"打蠟技術員",全職,19,清潔／家事／托育(保母),190104,環境清潔工,5,20251216,"此為現場徵才職缺【12/12(五)下午14:00-16:00於『三重就業服務站』單一徵才】，廠商完整職缺內容，請上新北人力網「附件下載」查看負責清潔、洗地、打蠟，負責消毒、簡易修繕、保養工作，執行其它清潔相關交辦事項",台北市不限,無,日班、夜班、中班,月薪,31000,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=130766&HIRE_ID=13986181","安橋公寓大廈管理維護股份有限公司",20251208
"業務助理兼主管特助",全職,02,業務／貿易／銷售,020103,業務助理,2,額滿為止,"協助業務人員執行業務推廣，完成銷售工作，並執行業務相關的行政、後勤工作。",台北市北投區,無,日班,月薪,32000,42000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2593603&HIRE_ID=13936403","為炘國際有限公司",20251113
"Fit Plant 植健身 行政櫃檯專員 (敦南店)",全職,06,客服／門市,060102,客戶服務人員,1,20261231,"按照客服作業流程 提供客戶服務，並維護良好客戶關係。",台北市大安區,無,日班、中班,月薪,30000,33000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2472509&HIRE_ID=13967161","全創適能有限公司",20251202
"Fit Plant 植健身 行政櫃檯 儲備幹部 (敦南店)",全職,01,經營／行政／總務,010105,儲備幹部,1,20261231,"接受企業培訓並執行各項工作任務，為將來準備要升任的管理職預先準備。1. 無相關經驗者，有願意從基層做起2. 儲備期間可接受兩店(中山/敦南)交叉培訓 3. 具備溝通協調與現場應變能力，細心且邏輯性強4. 積極主動、重視制度與紀律、儲備後可獨立處理店內日常事件工作內容一、行政管理與物資控管- 管理及執行店內行政庶務- 協助店長處理門市帳務與收支二、人力排班與出缺勤管理- 協調人力配置、班表- 管理出缺勤記錄 三、環境與設備維護- 開閉店環境巡查- 管理設備保養、報修四、窗口協調與現場支援- 處理顧客非教學性問題 (如場地安排/活動洽詢/遺失物管理)- 現場緊急狀況應對及回報",台北市大安區,無,日班、中班,月薪,30000,35000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2472509&HIRE_ID=13967167","全創適能有限公司",20251202
"全端開發工程師",全職,08,資訊／軟體／系統,080203,網路軟體程式設計師,1,20251231,"🧑‍💻全端開發工程師👩‍💻｜從技術到舞台的全面成長機會在這裡，你不只是寫程式，而是參與一個產品從 0 到 1 的完整旅程。我們期待你能在專案中與團隊一起構思、設計、開發、測試、部署，並見證它在市場上發光發熱的每一刻。💼工作職責1️⃣專案推動與執行：協助規劃並推動公司核心軟體專案，確保進度與品質。2️⃣需求分析與規格撰寫：將需求轉化為明確可執行的軟體規格書。3️⃣UI/UX 設計：參與產品界面與互動設計，提升使用者體驗。4️⃣全端開發與維運：負責前後端系統開發、測試、部署與版本迭代。5️⃣技術文件撰寫：建立並維護技術與使用文件，確保知識傳承。6️⃣講師與分享機會：具備能力後，能成為公司培訓課程講師，將你的專業分享給更多人。",台北市中正區,無,日班,月薪,30000,60000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2481153&HIRE_ID=13737325","雲育鏈股份有限公司",20250813
"品牌推廣任務夥伴 Brand Mission Partner",全職,21,行銷／企劃／專案,210301,專案管理主管,2,20261201,"負責專案的計劃、進度掌控、指揮及協調管理，並管理部門日常活動。",台北市大同區,無,日班,月薪,28590,45000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2567343&HIRE_ID=13654303","烏爾蘇斯有限公司",20250703
"國內業務助理",全職,02,業務／貿易／銷售,020103,業務助理,1,20251231,"1.客戶及物料等相關資訊申請、建立及維護2.訂單輸入及備份處理，回覆客戶訂單交期。3.聯繫工廠確認船期等資訊。4.出貨單開立，通知工廠安排出貨事宜及後續貨況追蹤。5.對帳單製作提供及應收帳款核對沖銷。6.業務銷售報表統計及提供。7.協助業務人員相關後勤支援。*有SAP系統操作經驗者佳",台北市內湖區,無,日班,月薪,32000,38000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13575395","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250528
"國外業務助理",全職,02,業務／貿易／銷售,020103,業務助理,1,20251231,"1.客戶及物料等相關資訊申請、建立及維護2.訂單輸入及備份處理，回覆客戶訂單交期。3.聯繫工廠確認船期等資訊。4.出貨單開立，通知工廠安排出貨事宜及後續貨況追蹤。5.對帳單製作提供及應收帳款核對沖銷。6.業務銷售報表統計及提供。7.協助業務人員相關後勤支援。*有SAP系統操作經驗者佳",台北市內湖區,無,日班,月薪,32000,38000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13575399","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250528
"國內業務代表",全職,02,業務／貿易／銷售,020102,業務人員,1,20251231,"1.	電子業/高科技產業/半導體/醫療產業之經銷商/通路商的客戶關係管理，熟悉該產業供應鏈生態與各大廠商客戶，處理進銷存管理、關係維護、產品報價、訂單處理、帳款回收與退貨處理等相關事宜。2.	經銷商/客戶進銷存管理，通路關係維護。3.	經銷商/客情關係開拓、聯繫、維護，依計劃行程確實並完成業務系統拜訪記錄 ，維持良好且長期穩定的夥伴關係。4.	負責新經銷商/客戶接洽、產品報價、訂單處理、帳款回收相關事宜。 5.	管控所屬經銷商/客戶各項費用，達成業績目標。6.	蒐集市場價格資訊及競業訊息，訂定相關行動計劃 。7.	公司交辦事項。[客戶經理/國內外業務職]均有明確的業績目標並適用業務獎金管理辦法發放季度獎金",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13575417","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250528
"國外業務代表",全職,02,業務／貿易／銷售,020102,業務人員,1,20251231,"1. 開拓國外市場和客戶關係 2. 跟進客戶需求和解決問題 3. 銷售產品及推廣品牌形象 4. 管理報價單和合同 5. 跟進訂單並確認交貨期限 6. 分析市場趨勢和競爭對手 7. 提供定期報告並協助制定銷售策略[客戶經理/國內外業務職]均有明確的業績目標並適用業務獎金管理辦法發放季度獎金",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13575425","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"OBM銷售：國內電子業/高科技/半導體客戶經營與開發-客戶經理",全職,02,業務／貿易／銷售,020102,業務人員,1,20251231,"1.	電子業/高科技/半導體客戶關係管理，熟悉電子產業供應鏈生態與各大廠商客戶，處理進銷存管理、關係維護、產品報價、訂單處理、帳款回收與退貨處理等相關事宜。2.	客戶進銷存管理，通路關係維護。3.	客情關係開拓、聯繫、維護，依計劃行程確實並完成業務系統拜訪記錄 ，維持良好且長期穩定的夥伴關係。4.	負責新客戶接洽、產品報價、訂單處理、帳款回收相關事宜。 5.	管控所屬客戶各項費用，達成業績目標。6.	蒐集市場價格資訊及競業訊息，訂定相關行動計劃 。7.	公司交辦事項。*[客戶經理/國內外業務職]均有明確的業績目標並適用業務獎金管理辦法發放季度獎金",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13591033","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"OBM銷售：國內KA通路(量販/超市/藥局)與產業客戶經營與開發-客戶經理",全職,02,業務／貿易／銷售,020102,業務人員,1,20251231,"1.	KA客戶關係管理，含通路(量販/超市/藥局)、各產業關鍵客戶之進銷存管理、關係維護、產品報價、訂單處理、帳款回收與退貨處理等相關事宜。2.	經銷客戶進銷存管理，通路關係維護。3.	執行公司之通路行銷活動，藉由消費者促銷活動及店家促銷活動以提升品牌知名度；定期巡店並針對各賣場提出之問題立即做出反應及提供解決方案。4.	客情關係開拓、聯繫、維護，依計劃行程確實並完成業務系統拜訪記錄 ，維持良好且長期穩定的夥伴關係。5.	有效管理所負責通路客戶的價格、產品分佈、賣場貨架陳列及訂單。6.	負責新客戶接洽、產品報價、訂單處理、帳款回收相關事宜。 7.	管控所屬通路客戶各項費用，達成業績目標。8.	蒐集市場價格資訊及競品行銷活動訊息，訂定相關行動計劃 。9.	公司交辦事項。[客戶經理/國內外業務職]均有明確的業績目標並適用業務獎金管理辦法發放季度獎金",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13591039","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"OBM銷售：國內醫院標案/醫療通路經營與開發-客戶經理/副理",全職,02,業務／貿易／銷售,020102,業務人員,1,20251231,"1.接洽國內各大醫院標案的標案作業，進行規格分析、定價討論、投標與追蹤。2.拜訪國內醫院或經銷商/通路商客戶，提供產品及服務資訊，參加展會或提供教育訓練。3.對客戶進行洽談、協商、報價、議價及確認取得採購訂單。4.收集市場、競爭產品及客戶之相關商業資訊與活動。5.優先並快速處理客戶訴願並記錄。6.參與並執行直屬上司交代之會議、訓練、工作及任務。*[客戶經理/國內外業務職]均有明確的業績目標並適用業務獎金管理辦法發放季度獎金此職位為公司國內市場業務拓展的重要職位，我們的品牌是醫博康手套，與各大型醫學中心以及教學醫院都有合作，並有良好的發展前景。歡迎符合要求的求職者申請本職位，我們期待您的加入！",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13591051","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"品質管理：品質系統維護及產品驗證協助-專員/高級專員",全職,09,品管／製造／環衛,090106,ISO/品保人員,1,20251231,"1.	品質系統維護及管理，並協助環安衛及社責系統之執行，相關問題進行追蹤與處理2.	建立與優化稽核、驗貨等相關流程3.	跨部門品質議題之溝通與協調4.	客戶各式需求資料提供及回覆5.	協助處理品質問題、客訴報告撰寫、後續追蹤與內部改善方案6.	協助品質狀況統計及分析7.	協助規劃及執行可靠度驗證，提升產品品質可靠度，進而全面提升產品品質降低成本8.	主管交辦事項品管檢驗人員在製造業中扮演著至關重要的角色，負責確保產品符合公司標準和客戶需求，是一個有前景且充滿挑戰的職位。歡迎對品質管理及產品檢驗有興趣或熱衷於此領域的人士加入我們的團隊，請將履歷表寄往指定信箱。",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13591075","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"品質管理：醫材法規與產品認證-專員/副理",全職,09,品管／製造／環衛,090106,ISO/品保人員,1,20251231,"1.國內外醫療器材產品註冊路徑規劃、申請、變更及展延2.醫療器材註冊技術文件撰寫、維護及更新3.確認產品（醫療器材）中英文標示、廣告宣稱內容是否符合法規4.相關法規、標準、證照申請資料之蒐集/彙整更新及維護5.產品法規相關法規諮詢 (FDA/EU/ISO/ASTM)6.產品驗證試驗委外測試及規劃7.協助業務處理國內外客戶與品質、法規相關資料的收集及回覆。8.協助品質管理系統的認證維護9.其他主管交辦事項本職位的重要性在於確保產品品質與客戶需求相符，並能有效地控制成本和風險。此外，該職位可以通過提高產品品質和供應鏈效率來為公司的發展創造更大的價值。如果您有相關經驗和技能，請立即申請此職位，我們期待您的加入。",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13591087","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"OEM銷售 : 歐洲客戶維繫與市場開拓-客戶經理",全職,02,業務／貿易／銷售,020102,業務人員,1,20251231,"1.執行歐洲市場一次性手套的銷售策略，提供OEM客戶最佳服務，達成目標。 2.依客戶需求，協同客戶至海外工廠進行企業參訪(解說製程與品質政策)。  3.維繫客戶，執行寄樣、PO、PI、打樣、出貨、報價、應收帳款...等業務日常作業。 4.充分運用國際貿易知識進行各項商業溝通與談判。 5.開發新客戶，運用銷售對策推展新產品或依客戶需求提案新品導入。 6.訂單/貿易文件管理與客訴處理與追蹤，滿足各項客戶服務。  7.各項業績報表製作統計與彙整。 8.針對所負責市場之客戶與產業訊息收集並統計分析。 9.專案執行與規劃。*[客戶經理/國內外業務職]均有明確的業績目標並適用業務獎金管理辦法發放季度獎金語文需求: 精通歐洲語系至少一項本職位對公司至關重要，未來發展前景良好。我們正在尋找一位有經驗且具備領導能力的候選人擔任此職位。如果你符合上述要求並對此職位感興趣，請提交申請書和履歷表。",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13591097","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"OEM銷售 : 日本客戶維繫與市場開拓-客戶經理",全職,02,業務／貿易／銷售,020102,業務人員,1,20251231,"1.執行日本市場之一次性手套的銷售策略，提供OEM客戶最佳服務，達成目標。 2.依客戶需求，協同客戶至海外工廠進行企業參訪(解說製程與品質政策)。 3.維繫客戶，執行寄樣、PO、PI、打樣、出貨、報價、應收帳款…等業務日常作業。 4.充分運用國際貿易知識進行各項商業溝通與談判。 5.開發新客戶，運用銷售對策推展新產品或依客戶需求提案新品導入。 6.訂單/貿易文件管理與客訴處理與追蹤，滿足各項客戶服務。 7.各項業績報表製作統計與彙整。  8.針對日本市場之客戶與產業訊息收集並統計分析。 9.專案執行與規劃。*[客戶經理/國內外業務職]均有明確的業績目標並適用業務獎金管理辦法發放季度獎金本職位對公司至關重要，未來發展前景良好。我們正在尋找一位有經驗且具備領導能力的候選人擔任此職位。如果你符合上述要求並對此職位感興趣，請提交履歷表。",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13591099","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"OBM銷售 : 全球經銷商開發與產品通路拓展-客戶經理",全職,02,業務／貿易／銷售,020102,業務人員,1,20251231,"1.執行一次性手套的銷售策略，達成業績目標。 2.充分運用國際貿易知識進行各項商業溝通與談判。    3.開發新客戶，運用銷售對策推展新產品。 4.訂單/貿易文件管理與客訴處理與追蹤，滿足各項客戶服務。 5.銷售策略規劃與執行，銷售數據分析並優化效能，提升轉化率、流量以及其他關鍵指標。6.負責市場研究、競品市場價格調查、觀測市場價格及趨勢，提出對應方法和銷售規畫。7.依客戶需求，協同客戶至海外工廠進行企業參訪(解說製程與品質政策)。  *[客戶經理/國內外業務職]均有明確的業績目標並適用業務獎金管理辦法發放季度獎金本職位負責開發與維護國外客戶，具有重要的市場拓展前景。歡迎符合資格者申請本職位，並表達對這個機會的興趣和熱情。",台北市內湖區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569853&HIRE_ID=13591103","英屬維京群島商禾寶醫療器材股份有限公司台灣分公司",20250604
"【擴編】會計專員",全職,04,財務／金融／保險,040105,會計/出納/記帳人員,1,20261231,"1. 各部門每週接單數額統計2. 執行應收應付帳款作業與開立invoice3. 負責銀行往來交易4. 日常帳務處理及登錄會計系統製作傳票5. 稅務相關行政包括: 營業稅及各類所得憑單資料電子申報、薪資相關稅務資料整理6. 負責大陸案件相關事宜7. 協助製作各類財務報表，包含科餘表及帳齡表8. 合約及廠商資料維護9. 傳票整理及裝訂10. 其他交辦事項",台北市大安區,無,日班,月薪,35000,40000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2579839&HIRE_ID=13830779","台灣德國北德技術監護顧問股份有限公司",20251205
"清潔人員(花園飯店)",全職,19,清潔／家事／托育(保母),190104,環境清潔工,2,20260119,"花園飯店清掃",台北市萬華區,無,日班、中班,月薪,30000,30000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=28619&HIRE_ID=13947639","潔之方服務事業股份有限公司",20251119
"肇事稽查員(排班) (無經驗可)",全職,03,人資／法務／智財,030204,法律助理人員,2,20260202,"肇事案件處理、隨車查察、定點查察、各項專案勤務。工作時間：排班制(早、晚班)，早班06:00-15:00 晚班15:00-24:00(依排班表為主)。------【2025 新北市現場徵才活動-三重區永盛市民活動中心】活動時間:114/12/12(五) 10：00-14：00活動地點:三重區永盛市民活動中心詳細地址:新北市三重區車路頭街133號1樓(永盛公園)＜近捷運三和國中站＞活動資訊請開啟以下網址【https://ilabor.ntpc.gov.tw/cloud/GoodJob/activities_content/1065037295】",台北市內湖區,無,日班、夜班,月薪,38500,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=4489&HIRE_ID=13973785","大都會汽車客運股份有限公司",20251202
"堤諾Tino's Pizza Café【連鎖餐飲集團 晚班兼職夥伴】民生門市★通過各級考核與加計工作獎金，時薪可達$210以上★",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,額滿為止,"➽➽要找份兼職工作??歡迎排個時間聊聊!有的是好玩的夥伴，賺的是錢與開心~【職務內容】 1.門市外場服務及管理學習、執行。2.門市內場廚房各項工作站技能學習、獨立作業。3.通過各級考核與加計工作獎金，時薪最高可達210元以上 。4.無經驗可其他條件1. 工作態度認真，且積極負責。2. 喜歡與人群互動！3. 熱衷於團隊活動，能與夥伴們溝通，達到好的分工。4. 喜歡學習，對工作抱持著學海無涯的精神！5. 我們喜歡有責任感、有企圖心的夥伴，歡迎與我們一起學習成長！6. 無經驗可，我們需要你保持親切的笑容服務客人~",台北市中山區,無,部份工時：時分至時分,時薪,190,210,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1127296&HIRE_ID=13936863","商邦餐飲有限公司",20251113
"【連鎖餐飲集團 拉亞漢堡杭南門市儲備幹部】(獎金另計)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,1,額滿為止,"★榮獲連鎖早餐品牌幸福企業★給自己一個更好的選擇、更好的未來→【工作內容】1.餐飲製作及品質標準維持2.餐飲銷售及服務3.硬體設備維護及門市環境清潔整理4.個性開朗，具基本之溝通能力5.上班時間為0530-1430如果你活潑愛熱鬧我們在找 YOU ☛ 學習成長、規劃未來就是現在!! 其他條件對餐飲及服務工作有熱情，有衝勁的您，歡迎加入我們！",台北市中正區,無,日班,月薪,32000,38000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1127296&HIRE_ID=13933687","商邦餐飲有限公司",20251112
"堤諾Tino's Pizza Café【連鎖餐飲集團 兼職夥伴】民生門市",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,1,額滿為止,"➽➽要找份兼職工作??歡迎排個時間聊聊!有的是好玩的夥伴，賺的是錢與開心~★彈性排班早班/晚班/假日班/   都歡迎~讓您兼顧學業或家庭的兼差時段【職務內容】 1.門市外場服務及管理學習、執行。2.門市內場廚房各項工作站技能學習、獨立作業。3.無經驗可 。其他條件個性活潑開朗，具備服務熱忱，歡迎加入我們團隊!",台北市中山區,無,日班、夜班,時薪,190,210,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=883191&HIRE_ID=13934527","森邦股份有限公司",20251118
